Data,Type,data_type,data_shape,data_size
AwakeEventData/TT41.BTV.412350/Acquisition/observables,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/offsetCalSet1,Dataset,float64,"(4,)",4
AwakeEventData/TT41.BTV.412350/Acquisition/offsetCalSet2,Dataset,float64,"(4,)",4
AwakeEventData/TT41.BTV.412350/Acquisition/offsetSet1,Dataset,float64,"(1, 1)",1
AwakeEventData/TT41.BTV.412350/Acquisition/offsetSet2,Dataset,float64,"(1, 1)",1
AwakeEventData/TT41.BTV.412350/Acquisition/pixelCalSet1,Dataset,float64,"(4,)",4
AwakeEventData/TT41.BTV.412350/Acquisition/pixelCalSet2,Dataset,float64,"(4,)",4
AwakeEventData/TT41.BTV.412350/Acquisition/planeSet1,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/planeSet2,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/positionSet1,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/positionSet2,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/projDataSet1,Dataset,float64,"(1, 400)",400
AwakeEventData/TT41.BTV.412350/Acquisition/projDataSet2,Dataset,float64,"(1, 300)",300
AwakeEventData/TT41.BTV.412350/Acquisition/projPositionSet1,Dataset,float64,"(1, 400)",400
AwakeEventData/TT41.BTV.412350/Acquisition/projPositionSet2,Dataset,float64,"(1, 300)",300
AwakeEventData/TT41.BTV.412350/Acquisition/propType,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/rightBottomReference,Dataset,int16,"(2,)",2
AwakeEventData/TT41.BTV.412350/Acquisition/rightTopReference,Dataset,int16,"(2,)",2
AwakeEventData/TT41.BTV.412350/Acquisition/saturationThreshold,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/screenSelect,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/screenSelectStr,Dataset,|S10,"(4,)",4
AwakeEventData/TT41.BTV.412350/Acquisition/screenSelect_max,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/screenSelect_min,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/secondLamp,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/secondLamp_max,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/secondLamp_min,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/sigmaSet1,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/sigmaSet2,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/superCycleNb,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/tgSet1,Dataset,float64,"(1, 1)",1
AwakeEventData/TT41.BTV.412350/Acquisition/tgSet2,Dataset,float64,"(1, 1)",1
AwakeEventData/TT41.BTV.412350/Acquisition/userImageSelection,Dataset,TypeError,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/userImageSelectionNumber,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/videoGain,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image,Group,,,
AwakeEventData/TT41.BTV.412350/Image/acqCounter,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/acqDesc,Dataset,|S7,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/acqMsg,Dataset,|S2,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/acqState,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/acqTime,Dataset,|S26,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/acqTimeInCycle,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/amplitudeSet1,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/amplitudeSet2,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/beamID,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/cameraOffset,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/cameraOffset_max,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/cameraOffset_min,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/cameraSwitch,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/cameraZoom,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/cycleTime,Dataset,|S26,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/descSet1,Dataset,|S21,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/descSet2,Dataset,|S19,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/deviceName,Dataset,|S15,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/filterSelect,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/filterSelectStr,Dataset,|S9,"(4,)",4
AwakeEventData/TT41.BTV.412350/Image/filterSelect_max,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/filterSelect_min,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/firstLamp,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/firstLamp_max,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/firstLamp_min,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/imagePositionSet1,Dataset,float64,"(1, 400)",400
AwakeEventData/TT41.BTV.412350/Image/imagePositionSet1_unit,Dataset,|S2,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/imagePositionSet2,Dataset,float64,"(1, 300)",300
AwakeEventData/TT41.BTV.412350/Image/imagePositionSet2_unit,Dataset,|S2,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/imageSet,Dataset,int16,"(1, 120000)",120000
AwakeEventData/TT41.BTV.412350/Image/leftBottomReference,Dataset,int16,"(2,)",2
AwakeEventData/TT41.BTV.412350/Image/leftTopReference,Dataset,int16,"(2,)",2
AwakeEventData/TT41.BTV.412350/Image/mire,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/nbAcq,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/nbDataSets,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/nbImages,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/nbPtsInSet1,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/nbPtsInSet2,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/observables,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/offsetCalSet1,Dataset,float64,"(4,)",4
AwakeEventData/TT41.BTV.412350/Image/offsetCalSet2,Dataset,float64,"(4,)",4
AwakeEventData/TT41.BTV.412350/Image/pixelCalSet1,Dataset,float64,"(4,)",4
AwakeEventData/TT41.BTV.412350/Image/pixelCalSet2,Dataset,float64,"(4,)",4
AwakeEventData/TT41.BTV.412350/Image/planeSet1,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/planeSet2,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/positionSet1,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/positionSet2,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/propType,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/rightBottomReference,Dataset,int16,"(2,)",2
AwakeEventData/TT41.BTV.412350/Image/rightTopReference,Dataset,int16,"(2,)",2
AwakeEventData/TT41.BTV.412350/Image/saturationThreshold,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/screenSelect,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/screenSelectStr,Dataset,|S10,"(4,)",4
AwakeEventData/TT41.BTV.412350/Image/screenSelect_max,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/screenSelect_min,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/secondLamp,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/secondLamp_max,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/secondLamp_min,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/sigmaSet1,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/sigmaSet2,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/superCycleNb,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/userImageSelection,Dataset,TypeError,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/userImageSelectionNumber,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412350/Image/videoGain,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350.STREAK,Group,,,
AwakeEventData/TT41.BTV.412350.STREAK/StreakImage,Dataset,|S105,(),1
AwakeEventData/TT41.BTV.412353,Group,,,
AwakeEventData/TT41.BTV.412353/Acquisition,Group,,,
AwakeEventData/TT41.BTV.412353/Acquisition/acqCounter,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/acqDesc,Dataset,|S7,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/acqMsg,Dataset,|S2,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/acqState,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/acqTime,Dataset,|S26,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/acqTimeInCycle,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/amplitudeSet1,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/amplitudeSet2,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/beamID,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/cameraOffset,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/cameraOffset_max,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/cameraOffset_min,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/cameraSwitch,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/cameraZoom,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/cycleTime,Dataset,|S26,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/descSet1,Dataset,|S21,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/descSet2,Dataset,|S19,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/deviceName,Dataset,|S15,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/filterSelect,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/filterSelectStr,Dataset,|S9,"(4,)",4
AwakeEventData/TT41.BTV.412353/Acquisition/filterSelect_max,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/filterSelect_min,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/firstLamp,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/firstLamp_max,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/firstLamp_min,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/leftBottomReference,Dataset,int16,"(2,)",2
AwakeEventData/TT41.BTV.412353/Acquisition/leftTopReference,Dataset,int16,"(2,)",2
AwakeEventData/TT41.BTV.412353/Acquisition/mire,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/nbAcq,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/nbDataSets,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/nbGates,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/nbPtsPerProjInSet1,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/nbPtsPerProjInSet2,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/observables,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/offsetCalSet1,Dataset,float64,"(4,)",4
AwakeEventData/TT41.BTV.412353/Acquisition/offsetCalSet2,Dataset,float64,"(4,)",4
AwakeEventData/TT41.BTV.412353/Acquisition/offsetSet1,Dataset,float64,"(1, 1)",1
AwakeEventData/TT41.BTV.412353/Acquisition/offsetSet2,Dataset,float64,"(1, 1)",1
AwakeEventData/TT41.BTV.412353/Acquisition/pixelCalSet1,Dataset,float64,"(4,)",4
AwakeEventData/TT41.BTV.412353/Acquisition/pixelCalSet2,Dataset,float64,"(4,)",4
AwakeEventData/TT41.BTV.412353/Acquisition/planeSet1,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/planeSet2,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/positionSet1,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/positionSet2,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/projDataSet1,Dataset,float64,"(1, 400)",400
AwakeEventData/TT41.BTV.412353/Acquisition/projDataSet2,Dataset,float64,"(1, 300)",300
AwakeEventData/TT41.BTV.412353/Acquisition/projPositionSet1,Dataset,float64,"(1, 400)",400
AwakeEventData/TT41.BTV.412353/Acquisition/projPositionSet2,Dataset,float64,"(1, 300)",300
AwakeEventData/TT41.BTV.412353/Acquisition/propType,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/rightBottomReference,Dataset,int16,"(2,)",2
AwakeEventData/TT41.BTV.412353/Acquisition/rightTopReference,Dataset,int16,"(2,)",2
AwakeEventData/TT41.BTV.412353/Acquisition/saturationThreshold,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/screenSelect,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/screenSelectStr,Dataset,|S10,"(4,)",4
AwakeEventData/TT41.BTV.412353/Acquisition/screenSelect_max,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/screenSelect_min,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/secondLamp,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/secondLamp_max,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/secondLamp_min,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/sigmaSet1,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/sigmaSet2,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/superCycleNb,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/tgSet1,Dataset,float64,"(1, 1)",1
AwakeEventData/TT41.BTV.412353/Acquisition/tgSet2,Dataset,float64,"(1, 1)",1
AwakeEventData/TT41.BTV.412353/Acquisition/userImageSelection,Dataset,TypeError,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/userImageSelectionNumber,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412353/Acquisition/videoGain,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image,Group,,,
AwakeEventData/TT41.BTV.412353/Image/acqCounter,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/acqDesc,Dataset,|S7,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/acqMsg,Dataset,|S2,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/acqState,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/acqTime,Dataset,|S26,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/acqTimeInCycle,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/amplitudeSet1,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/amplitudeSet2,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/beamID,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/cameraOffset,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/cameraOffset_max,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/cameraOffset_min,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/cameraSwitch,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/cameraZoom,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/cycleTime,Dataset,|S26,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/descSet1,Dataset,|S21,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/descSet2,Dataset,|S19,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/deviceName,Dataset,|S15,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/filterSelect,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/filterSelectStr,Dataset,|S9,"(4,)",4
AwakeEventData/TT41.BTV.412353/Image/filterSelect_max,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/filterSelect_min,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/firstLamp,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/firstLamp_max,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/firstLamp_min,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/imagePositionSet1,Dataset,float64,"(1, 400)",400
AwakeEventData/TT41.BTV.412353/Image/imagePositionSet1_unit,Dataset,|S2,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/imagePositionSet2,Dataset,float64,"(1, 300)",300
AwakeEventData/TT41.BTV.412353/Image/imagePositionSet2_unit,Dataset,|S2,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/imageSet,Dataset,int16,"(1, 120000)",120000
AwakeEventData/TT41.BTV.412353/Image/leftBottomReference,Dataset,int16,"(2,)",2
AwakeEventData/TT41.BTV.412353/Image/leftTopReference,Dataset,int16,"(2,)",2
AwakeEventData/TT41.BTV.412353/Image/mire,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/nbAcq,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/nbDataSets,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/nbImages,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/nbPtsInSet1,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/nbPtsInSet2,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/observables,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/offsetCalSet1,Dataset,float64,"(4,)",4
AwakeEventData/TT41.BTV.412353/Image/offsetCalSet2,Dataset,float64,"(4,)",4
AwakeEventData/TT41.BTV.412353/Image/pixelCalSet1,Dataset,float64,"(4,)",4
AwakeEventData/TT41.BTV.412353/Image/pixelCalSet2,Dataset,float64,"(4,)",4
AwakeEventData/TT41.BTV.412353/Image/planeSet1,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/planeSet2,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/positionSet1,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/positionSet2,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/propType,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/rightBottomReference,Dataset,int16,"(2,)",2
AwakeEventData/TT41.BTV.412353/Image/rightTopReference,Dataset,int16,"(2,)",2
AwakeEventData/TT41.BTV.412353/Image/saturationThreshold,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/screenSelect,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/screenSelectStr,Dataset,|S10,"(4,)",4
AwakeEventData/TT41.BTV.412353/Image/screenSelect_max,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/screenSelect_min,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/secondLamp,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/secondLamp_max,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/secondLamp_min,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/sigmaSet1,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/sigmaSet2,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/superCycleNb,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/userImageSelection,Dataset,TypeError,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/userImageSelectionNumber,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412353/Image/videoGain,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426,Group,,,
AwakeEventData/TT41.BTV.412426/Acquisition,Group,,,
AwakeEventData/TT41.BTV.412426/Acquisition/acqCounter,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/acqDesc,Dataset,|S7,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/acqMsg,Dataset,|S2,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/acqState,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/acqTime,Dataset,|S26,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/acqTimeInCycle,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/amplitudeSet1,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/amplitudeSet2,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/beamID,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/cameraOffset,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/cameraOffset_max,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/cameraOffset_min,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/cameraSwitch,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/cameraZoom,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/cycleTime,Dataset,|S26,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/descSet1,Dataset,|S21,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/descSet2,Dataset,|S19,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/deviceName,Dataset,|S15,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/filterSelect,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/filterSelectStr,Dataset,|S9,"(4,)",4
AwakeEventData/TT41.BTV.412426/Acquisition/filterSelect_max,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/filterSelect_min,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/firstLamp,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/firstLamp_max,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/firstLamp_min,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/leftBottomReference,Dataset,int16,"(2,)",2
AwakeEventData/TT41.BTV.412426/Acquisition/leftTopReference,Dataset,int16,"(2,)",2
AwakeEventData/TT41.BTV.412426/Acquisition/mire,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/nbAcq,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/nbDataSets,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/nbGates,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/nbPtsPerProjInSet1,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/nbPtsPerProjInSet2,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/observables,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/offsetCalSet1,Dataset,float64,"(4,)",4
AwakeEventData/TT41.BTV.412426/Acquisition/offsetCalSet2,Dataset,float64,"(4,)",4
AwakeEventData/TT41.BTV.412426/Acquisition/offsetSet1,Dataset,float64,"(1, 1)",1
AwakeEventData/TT41.BTV.412426/Acquisition/offsetSet2,Dataset,float64,"(1, 1)",1
AwakeEventData/TT41.BTV.412426/Acquisition/pixelCalSet1,Dataset,float64,"(4,)",4
AwakeEventData/TT41.BTV.412426/Acquisition/pixelCalSet2,Dataset,float64,"(4,)",4
AwakeEventData/TT41.BTV.412426/Acquisition/planeSet1,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/planeSet2,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/positionSet1,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/positionSet2,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/projDataSet1,Dataset,float64,"(1, 400)",400
AwakeEventData/TT41.BTV.412426/Acquisition/projDataSet2,Dataset,float64,"(1, 300)",300
AwakeEventData/TT41.BTV.412426/Acquisition/projPositionSet1,Dataset,float64,"(1, 400)",400
AwakeEventData/TT41.BTV.412426/Acquisition/projPositionSet2,Dataset,float64,"(1, 300)",300
AwakeEventData/TT41.BTV.412426/Acquisition/propType,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/rightBottomReference,Dataset,int16,"(2,)",2
AwakeEventData/TT41.BTV.412426/Acquisition/rightTopReference,Dataset,int16,"(2,)",2
AwakeEventData/TT41.BTV.412426/Acquisition/saturationThreshold,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/screenSelect,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/screenSelectStr,Dataset,|S10,"(4,)",4
AwakeEventData/TT41.BTV.412426/Acquisition/screenSelect_max,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/screenSelect_min,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/secondLamp,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/secondLamp_max,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/secondLamp_min,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/sigmaSet1,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/sigmaSet2,Dataset,float64,"(1,)",1
